Material,Texto breve de material,Centro,Almacén,Lote,Unidad medida base,Libre utilización,Valor libre util.,Fecha
100751,PAD PLSA150 5X7 pul (100069412),0R20,AP01,,PZA,261,244.00,12/06/2025
10000145,FONDO KRAFT SONORA,0R20,AP02,,PZA,249,"2,244.87",12/06/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP03,,PZA,220,778.02,12/06/2025
101810,BOLSA TERMO 14X30 IMPRESA B2632,0R20,AP02,,PZA,185,"1,671.77",12/06/2025
100763,BOLSA VACIO 14” X 21” C/IMP CAL.200,0R20,AP09,,PZA,181,"1,166.64",12/06/2025
212162M2,CONDIMENTO SAZONADOR MARINADO Nº3 F/H,0R20,AP03,,KG,170,"17,797.40",12/06/2025
101719,CHAROLA GPM CONTENEDORA 101023 MAQ,0R20,AP01,,PZA,164,"3,695.20",12/06/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP01,,PZA,156,"3,699.10",12/06/2025
212190M2,CONDIMENTO ACHIOTE P/LONGANIZA MA&FB,0R20,AP03,,KG,151,"30,192.56",12/06/2025
101641,BOLSA SANTUP LONGANIZANATURAL 200X300+80,0R20,AP03,,PZA,141,400.03,12/06/2025
212212M2,CONDIMENTO CARNE AL PASTOR KEKEN,0R20,AP03,,KG,108,"17,884.04",12/06/2025
212632M2,VINAGRE BLANCO,0R20,AP03,,L,102,"1,385.48",12/06/2025
212223M2,CONDIMENTO MILANESA S KEKEN,0R20,AP03,,KG,96,"10,872.55",12/06/2025
K29026357,SAL FINA PARA MESA,0R20,AP03,,KG,95,"1,577.28",12/06/2025
101800,TAPA EXPO KNT 418 X 286 X 103 IRAPUATO,0R20,AP06,,PZA,75,635.68,12/06/2025
212429M2,CONSERVADOR CITRAL NISSIN,0R20,AP03,,KG,75,"17,141.97",12/06/2025
212201M2,CONDIMENTO MRD AL AJO KEKEN MA&FB,0R20,AP03,,KG,69,"6,277.92",12/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP01,,KG,66,"9,338.51",12/06/2025
212176M2,CONDIMENTO ADOBO P/MILANESA KEKEN,0R20,AP03,,KG,55,"8,453.60",12/06/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP03,,PZA,48,"1,524.64",12/06/2025
212152M2,CURE DOUBLE SALT,0R20,AP03,,KG,42,"2,179.92",12/06/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP07,,KG,38,"2,386.31",12/06/2025
101620,ETIQUETA 40 X 40 BOPP IMPRESO UNA TINTA,0R20,AP03,,PZA,36,4.33,12/06/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP07,,PZA,32,"1,024.00",12/06/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP01,,KG,32,"2,092.27",12/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,30,71.43,12/06/2025
212529M2,PIMENTON DULCE 120 ASTAS HEAT,0R20,AP03,,KG,29,"3,887.47",12/06/2025
100252,BOLSA P/EMPAQUE AL VACIO 14 x 23 S /IMP,0R20,AP01,,PZA,29,203.21,12/06/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP03,,KG,27,"1,679.36",12/06/2025
212128M2,MARINADOR PARRILLA GRILLED BACON #5044,0R20,AP03,,KG,22,"11,058.09",12/06/2025
212631M2,HUMO LÍQUIDO POLY C10,0R20,AP08,,KG,19,"2,177.35",12/06/2025
10000268,BOLSA DE 30 X 90/150 NATURAL,0R20,AP01,,KG,17,"1,064.26",12/06/2025
212627M2,PEREJIL EN HOJUELA BX 2,0R20,AP03,,KG,16,"5,389.63",12/06/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP01,,KG,16,974.12,12/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP01,,PZA,13,"1,918.41",12/06/2025
101969,STOCKINETTE NORMAL PRESENTACION 15 KG,0R20,AP08,,KG,12,"1,476.72",12/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP02,,PZA,10,"1,498.20",12/06/2025
212633M2,GARDATECH NK 05,0R20,AP02,,KG,9,"1,176.24",12/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP03,,PZA,9,"1,276.59",12/06/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP03,,ROL,8,"1,348.86",12/06/2025
10000144,TAPA KRAFT SONORA,0R20,AP03,,PZA,7,62.06,12/06/2025
10000145,FONDO KRAFT SONORA,0R20,AP03,,PZA,7,63.11,12/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP09,,PZA,6,854.80,12/06/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP09,,ROL,5,813.00,12/06/2025
212225M2,ACHIOTE P/MILANESA YUCATECA KEKEN GRIFFI,0R20,AP03,,KG,5,660.37,12/06/2025
100042,BOLSA PARA COMBO 160 X 40 X 2.40/400,0R20,AP01,,PZA,5,311.72,12/06/2025
212093M2,CONDIMENTO PARA HAMBURGUESA,0R20,AP03,,PZA,4,"5,071.51",12/06/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP02,,ROL,4,689.56,12/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP01,,TS,4,624.26,12/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP09,,PZA,4,9.52,12/06/2025
212630M2,COLOR CARMIN 5 % LIQUIDO,0R20,AP07,,KG,4,"2,659.97",12/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP01,,ROL,3,"2,643.71",12/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP03,,KG,3,377.83,12/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP02,,ROL,3,"2,559.36",12/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP02,,TS,2,364.49,12/06/2025
212102M2,NARANJA AGRIA,0R20,AP03,,PZA,2,413.97,12/06/2025
212097M2,AJO DESIDRATADO GRANULAR FINO,0R20,AP03,,PZA,2,"17,173.18",12/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP03,,TS,2,309.19,12/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP05,,KG,2,224.75,12/06/2025
212594M2,HUMO LIQUIDO,0R20,AP03,,KG,1,160.72,12/06/2025
212094M2,MARINADOR MEZQUITE,0R20,AP03,,PZA,1,"6,614.41",12/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP05,,ROL,1,"1,110.01",12/06/2025
10000343,"PAPEL P/HAMBURG. 14 X 14 5 1/2"" CUADRADO",0R20,AP03,,CA,1,"8,360.05",12/06/2025
212233M2,ADITIVO KKN ENHANCE SACO 25 KG,0R20,AP07,,BOL,1,"7,248.82",12/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP09,,KG,1,112.66,12/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP03,,ROL,1,636.48,12/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP09,,ROL,1,553.09,12/06/2025
101905,HILO GRUESO (45) POLIESTER 54 HEBRAS,0R20,AP07,,CJ,0,705.04,12/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP05,,PZA,0,65.00,12/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP07,,PZA,0,63.99,12/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP08,,PZA,0,56.80,12/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP02,,KG,0,40.70,12/06/2025
212270M2,UNIDAD P/SUAVIZADO CARNE F.F. SCR 3.0,0R20,AP07,,BOL,0,961.27,12/06/2025
212098M2,MARINADOR NATURAL,0R20,AP03,,PZA,0,395.64,12/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP05,,TS,0,8.53,12/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP07,,TS,0,2.21,12/06/2025
100000,CANASTILLA GIGANTE MEDIANO,0R20,AP01,,PZA,"15,061","1,420,322.23",14/06/2025
100109,SEPARADOR REGULAR SHOLULDER 29.5 X 10,0R20,AP06,,PZA,"15,009","7,721.79",14/06/2025
100766,BOLSA STAND UP TOCINO 250X270+140,0R20,AP03,,PZA,"6,527","20,161.37",14/06/2025
100980,BOLSA 10”X14” PCHBIO 250 ZUBEX,0R20,AP03,,PZA,"6,180","12,653.79",14/06/2025
101026,BOLSA CX 6035 S/IMP 8 X 12,0R20,AP02,,PZA,"5,455","21,197.38",14/06/2025
101637,BOLSA STANDUP FINASHIERBAS 180X230+80,0R20,AP03,,PZA,"5,445","12,781.13",14/06/2025
101642,BOLSA STAND UP PASTOR 180X230+80,0R20,AP03,,PZA,"5,082","13,860.78",14/06/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP03,,PZA,"4,875","8,813.40",14/06/2025
101026,BOLSA CX 6035 S/IMP 8 X 12,0R20,AP09,,PZA,"4,224","16,413.88",14/06/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP02,,PZA,"4,022","14,223.58",14/06/2025
101855,ETIQUETA ARRACHERA CERDO 150 X 80 MM,0R20,AP03,,PZA,"3,966","5,161.59",14/06/2025
101634,BOLSA STAND UP AJO 180X230+80,0R20,AP03,,PZA,"2,847","7,354.90",14/06/2025
101638,BOLSA STAND UP ADOBO 180X230+80,0R20,AP03,,PZA,"2,701","7,192.70",14/06/2025
101636,BOLSA STAND UP LEÑA 180X230+80,0R20,AP03,,PZA,"2,500","6,771.98",14/06/2025
101635,BOLSA STAND UP YUCATECA 180X230+80,0R20,AP03,,PZA,"2,300","5,950.57",14/06/2025
10000144,TAPA KRAFT SONORA,0R20,AP01,,PZA,"1,959","17,367.71",14/06/2025
10000301,BOLSA DE 25 X 40/125 NAT BAJA DENCIDAD,0R20,AP01,,PZA,"1,923",742.77,14/06/2025
10000145,FONDO KRAFT SONORA,0R20,AP01,,PZA,"1,881","16,958.26",14/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP01,,PZA,"1,781","4,240.78",14/06/2025
101591,CHAROLA CARTON CORRUGADO P/MARINADO 6 KG,0R20,AP03,,PZA,"1,731","17,585.90",14/06/2025
101892,BOLSA TBG 12X17 CHUL AHUMADA,0R20,AP09,,PZA,"1,667","21,977.65",14/06/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP01,,PZA,"1,500","23,048.49",14/06/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP01,,PZA,"1,465","1,295.41",14/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP02,,PZA,"1,430","3,405.00",14/06/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP09,,PZA,"1,377","32,651.63",14/06/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP05,,PZA,"1,088",962.05,14/06/2025
100780,BOLSA STAND UP HAMBUR CERDO 250X270+140,0R20,AP03,,PZA,"1,078","3,418.77",14/06/2025
101775,BOLSA Z5CR 11X19 CON IMPRESION ZUBEX,0R20,AP03,,PZA,"1,000","4,939.14",14/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP03,,PZA,973,"2,316.83",14/06/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP03,,PZA,940,"3,803.92",14/06/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP03,,PZA,930,"3,288.89",14/06/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP01,,PZA,865,"3,018.85",14/06/2025
101639,BOLSA SANTUP LONGANIZAAHUMADA 200X300+80,0R20,AP03,,PZA,805,"2,229.63",14/06/2025
101751,BOLSA 1.20X60+18/180 NAT TIF 187,0R20,AP03,,PZA,781,"4,979.21",14/06/2025
100140,FONDO KNT-004F P/LOINS 56.8X42.4X11.1CM,0R20,AP06,,PZA,747,"7,808.65",14/06/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP09,,PZA,703,"2,803.10",14/06/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP09,,PZA,542,979.87,14/06/2025
101026,BOLSA CX 6035 S/IMP 8 X 12,0R20,AP03,,PZA,500,"1,942.93",14/06/2025
100138,FONDO KNT-005F P/REGULAR BELLY,0R20,AP01,,PZA,320,"4,311.10",14/06/2025
10000145,FONDO KRAFT SONORA,0R20,AP02,,PZA,316,"2,848.92",14/06/2025
212190M2,CONDIMENTO ACHIOTE P/LONGANIZA MA&FB,0R20,AP03,,KG,301,"60,102.57",14/06/2025
212632M2,VINAGRE BLANCO,0R20,AP03,,L,294,"4,012.77",14/06/2025
100168,"BOLSA C/CUBREHUESO 16""X28"" (100968397)",0R20,AP03,,PZA,289,"7,480.32",14/06/2025
101760,TAPA EXPO HAN GPM 593X484X110 IRAPUATO,0R20,AP06,,PZA,275,"3,882.70",14/06/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP09,,PZA,274,"1,108.80",14/06/2025
100751,PAD PLSA150 5X7 pul (100069412),0R20,AP01,,PZA,261,244.00,14/06/2025
212223M2,CONDIMENTO MILANESA S KEKEN,0R20,AP03,,KG,241,"27,397.50",14/06/2025
K29026357,SAL FINA PARA MESA,0R20,AP03,,KG,195,"3,230.71",14/06/2025
101810,BOLSA TERMO 14X30 IMPRESA B2632,0R20,AP02,,PZA,185,"1,671.77",14/06/2025
100763,BOLSA VACIO 14” X 21” C/IMP CAL.200,0R20,AP09,,PZA,181,"1,166.64",14/06/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP07,,PZA,170,"5,440.00",14/06/2025
10000144,TAPA KRAFT SONORA,0R20,AP02,,PZA,167,"1,480.56",14/06/2025
101719,CHAROLA GPM CONTENEDORA 101023 MAQ,0R20,AP01,,PZA,164,"3,695.20",14/06/2025
212162M2,CONDIMENTO SAZONADOR MARINADO Nº3 F/H,0R20,AP03,,KG,157,"16,375.86",14/06/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP01,,PZA,156,"3,699.10",14/06/2025
100252,BOLSA P/EMPAQUE AL VACIO 14 x 23 S /IMP,0R20,AP01,,PZA,153,"1,072.12",14/06/2025
101641,BOLSA SANTUP LONGANIZANATURAL 200X300+80,0R20,AP03,,PZA,141,400.03,14/06/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP02,,PZA,119,415.31,14/06/2025
212429M2,CONSERVADOR CITRAL NISSIN,0R20,AP03,,KG,96,"22,060.39",14/06/2025
212212M2,CONDIMENTO CARNE AL PASTOR KEKEN,0R20,AP03,,KG,78,"12,953.64",14/06/2025
101800,TAPA EXPO KNT 418 X 286 X 103 IRAPUATO,0R20,AP06,,PZA,75,635.68,14/06/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP03,,PZA,72,"2,316.71",14/06/2025
100153,PAÑOS DE 75 X 90/150,0R20,AP01,,PZA,71,101.98,14/06/2025
212201M2,CONDIMENTO MRD AL AJO KEKEN MA&FB,0R20,AP03,,KG,69,"6,277.92",14/06/2025
212152M2,CURE DOUBLE SALT,0R20,AP03,,KG,62,"3,209.67",14/06/2025
212176M2,CONDIMENTO ADOBO P/MILANESA KEKEN,0R20,AP03,,KG,55,"8,453.60",14/06/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP02,,PZA,54,829.75,14/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP01,,KG,39,"5,511.23",14/06/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP07,,KG,38,"2,386.31",14/06/2025
101620,ETIQUETA 40 X 40 BOPP IMPRESO UNA TINTA,0R20,AP03,,PZA,36,4.33,14/06/2025
10000268,BOLSA DE 30 X 90/150 NATURAL,0R20,AP01,,KG,33,"2,117.61",14/06/2025
10000144,TAPA KRAFT SONORA,0R20,AP03,,PZA,32,283.70,14/06/2025
10000145,FONDO KRAFT SONORA,0R20,AP03,,PZA,32,288.50,14/06/2025
10000144,TAPA KRAFT SONORA,0R20,AP05,,PZA,31,274.83,14/06/2025
10000145,FONDO KRAFT SONORA,0R20,AP05,,PZA,31,279.48,14/06/2025
212529M2,PIMENTON DULCE 120 ASTAS HEAT,0R20,AP03,,KG,29,"3,887.47",14/06/2025
212128M2,MARINADOR PARRILLA GRILLED BACON #5044,0R20,AP03,,KG,29,"14,987.65",14/06/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP03,,KG,27,"1,679.36",14/06/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP03,,PZA,25,87.25,14/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,21,50.00,14/06/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP01,,KG,19,"1,257.58",14/06/2025
212627M2,PEREJIL EN HOJUELA BX 2,0R20,AP03,,KG,17,"5,592.68",14/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP09,,PZA,16,38.10,14/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP03,,PZA,16,"2,265.13",14/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP01,,PZA,14,"1,952.34",14/06/2025
101969,STOCKINETTE NORMAL PRESENTACION 15 KG,0R20,AP08,,KG,12,"1,476.72",14/06/2025
212633M2,GARDATECH NK 05,0R20,AP02,,KG,8,947.37,14/06/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP03,,ROL,7,"1,199.96",14/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP05,,KG,7,"1,025.33",14/06/2025
212093M2,CONDIMENTO PARA HAMBURGUESA,0R20,AP03,,PZA,7,"7,816.35",14/06/2025
212631M2,HUMO LÍQUIDO POLY C10,0R20,AP08,,KG,6,686.71,14/06/2025
212225M2,ACHIOTE P/MILANESA YUCATECA KEKEN GRIFFI,0R20,AP03,,KG,5,660.37,14/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP02,,PZA,5,687.98,14/06/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP09,,ROL,4,688.28,14/06/2025
212097M2,AJO DESIDRATADO GRANULAR FINO,0R20,AP03,,PZA,4,"32,350.54",14/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP01,,TS,4,586.01,14/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP09,,PZA,4,549.06,14/06/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP01,,KG,3,191.14,14/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP01,,ROL,3,"2,950.44",14/06/2025
212630M2,COLOR CARMIN 5 % LIQUIDO,0R20,AP07,,KG,3,"1,986.91",14/06/2025
212094M2,MARINADOR MEZQUITE,0R20,AP03,,PZA,2,"11,503.11",14/06/2025
212102M2,NARANJA AGRIA,0R20,AP03,,PZA,2,413.97,14/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP02,,TS,2,336.84,14/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP02,,ROL,2,"2,144.29",14/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP03,,TS,2,309.04,14/06/2025
212626M2,UNIDAD CHULETA AHUMADA KKN 001,0R20,AP07,,BOL,2,"6,402.34",14/06/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP02,,ROL,2,244.48,14/06/2025
212594M2,HUMO LIQUIDO,0R20,AP03,,KG,1,160.72,14/06/2025
10000343,"PAPEL P/HAMBURG. 14 X 14 5 1/2"" CUADRADO",0R20,AP03,,CA,1,"11,006.34",14/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP02,,KG,1,128.29,14/06/2025
212233M2,ADITIVO KKN ENHANCE SACO 25 KG,0R20,AP07,,BOL,1,"7,248.82",14/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP09,,KG,1,112.66,14/06/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP03,,KG,1,101.11,14/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP05,,ROL,1,544.46,14/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP03,,ROL,1,509.95,14/06/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP09,,ROL,0,459.15,14/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP07,,PZA,0,60.83,14/06/2025
101905,HILO GRUESO (45) POLIESTER 54 HEBRAS,0R20,AP07,,CJ,0,600.59,14/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP08,,PZA,0,51.63,14/06/2025
212270M2,UNIDAD P/SUAVIZADO CARNE F.F. SCR 3.0,0R20,AP07,,BOL,0,961.27,14/06/2025
212098M2,MARINADOR NATURAL,0R20,AP03,,PZA,0,395.64,14/06/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP05,,PZA,0,17.26,14/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP05,,TS,0,2.94,14/06/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP07,,TS,0,2.06,14/06/2025
100000,CANASTILLA GIGANTE MEDIANO,0R20,AP01,,PZA,"15,061","1,420,322.23",16/06/2025
100109,SEPARADOR REGULAR SHOLULDER 29.5 X 10,0R20,AP06,,PZA,"15,009","7,721.79",16/06/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP02,,PZA,"12,201","43,148.16",16/06/2025
100766,BOLSA STAND UP TOCINO 250X270+140,0R20,AP03,,PZA,"6,071","18,752.82",16/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP01,,PZA,"5,794","13,796.22",16/06/2025
101637,BOLSA STANDUP FINASHIERBAS 180X230+80,0R20,AP03,,PZA,"5,445","12,781.13",16/06/2025
101642,BOLSA STAND UP PASTOR 180X230+80,0R20,AP03,,PZA,"5,082","13,860.78",16/06/2025
100980,BOLSA 10”X14” PCHBIO 250 ZUBEX,0R20,AP03,,PZA,"5,051","10,342.12",16/06/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP03,,PZA,"4,875","8,813.40",16/06/2025
101026,BOLSA CX 6035 S/IMP 8 X 12,0R20,AP09,,PZA,"4,224","16,413.88",16/06/2025
101026,BOLSA CX 6035 S/IMP 8 X 12,0R20,AP02,,PZA,"4,181","16,246.79",16/06/2025
101855,ETIQUETA ARRACHERA CERDO 150 X 80 MM,0R20,AP03,,PZA,"3,966","5,161.59",16/06/2025
101634,BOLSA STAND UP AJO 180X230+80,0R20,AP03,,PZA,"2,847","7,354.90",16/06/2025
101638,BOLSA STAND UP ADOBO 180X230+80,0R20,AP03,,PZA,"2,701","7,192.70",16/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP02,,PZA,"2,694","6,414.74",16/06/2025
10000144,TAPA KRAFT SONORA,0R20,AP01,,PZA,"2,607","23,112.63",16/06/2025
10000145,FONDO KRAFT SONORA,0R20,AP01,,PZA,"2,523","22,746.26",16/06/2025
101635,BOLSA STAND UP YUCATECA 180X230+80,0R20,AP03,,PZA,"2,300","5,950.57",16/06/2025
10000301,BOLSA DE 25 X 40/125 NAT BAJA DENCIDAD,0R20,AP01,,PZA,"1,923",742.77,16/06/2025
101591,CHAROLA CARTON CORRUGADO P/MARINADO 6 KG,0R20,AP03,,PZA,"1,574","15,990.87",16/06/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP09,,PZA,"1,377","32,651.63",16/06/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP01,,PZA,"1,239","19,038.05",16/06/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP05,,PZA,"1,088",962.05,16/06/2025
100780,BOLSA STAND UP HAMBUR CERDO 250X270+140,0R20,AP03,,PZA,"1,078","3,418.77",16/06/2025
101775,BOLSA Z5CR 11X19 CON IMPRESION ZUBEX,0R20,AP03,,PZA,"1,000","4,939.14",16/06/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP01,,PZA,969,856.83,16/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP03,,PZA,969,"2,307.31",16/06/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP03,,PZA,940,"3,803.92",16/06/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP03,,PZA,843,"2,981.22",16/06/2025
101639,BOLSA SANTUP LONGANIZAAHUMADA 200X300+80,0R20,AP03,,PZA,805,"2,229.63",16/06/2025
101892,BOLSA TBG 12X17 CHUL AHUMADA,0R20,AP09,,PZA,767,"10,112.09",16/06/2025
100140,FONDO KNT-004F P/LOINS 56.8X42.4X11.1CM,0R20,AP06,,PZA,747,"7,808.65",16/06/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP09,,PZA,703,"2,803.10",16/06/2025
101751,BOLSA 1.20X60+18/180 NAT TIF 187,0R20,AP03,,PZA,683,"4,354.42",16/06/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP01,,PZA,668,"2,331.32",16/06/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP09,,PZA,506,914.79,16/06/2025
101026,BOLSA CX 6035 S/IMP 8 X 12,0R20,AP03,,PZA,500,"1,942.93",16/06/2025
100138,FONDO KNT-005F P/REGULAR BELLY,0R20,AP01,,PZA,320,"4,311.10",16/06/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP01,,PZA,306,"7,255.92",16/06/2025
100168,"BOLSA C/CUBREHUESO 16""X28"" (100968397)",0R20,AP03,,PZA,289,"7,480.32",16/06/2025
101760,TAPA EXPO HAN GPM 593X484X110 IRAPUATO,0R20,AP06,,PZA,275,"3,882.70",16/06/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP09,,PZA,274,"1,108.80",16/06/2025
100751,PAD PLSA150 5X7 pul (100069412),0R20,AP01,,PZA,261,244.00,16/06/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,250,595.28,16/06/2025
212190M2,CONDIMENTO ACHIOTE P/LONGANIZA MA&FB,0R20,AP03,,KG,248,"49,476.63",16/06/2025
101636,BOLSA STAND UP LEÑA 180X230+80,0R20,AP03,,PZA,240,650.11,16/06/2025
10000144,TAPA KRAFT SONORA,0R20,AP05,,PZA,220,"1,950.43",16/06/2025
